,gene_name,GO_index,bnumber,go_name
504,sucB,GO:0004149,b0727,dihydrolipoyllysine-residue succinyltransferase activity
505,sucB,GO:0004149,b0727,dihydrolipoyllysine-residue succinyltransferase activity
506,sucB,GO:0031405,b0727,lipoic acid binding
507,sucC,GO:0004775,b0728,succinate-CoA ligase (ADP-forming) activity
508,sucC,GO:0006099,b0728,tricarboxylic acid cycle
509,mngB,GO:0004559,b0732,alpha-mannosidase activity
510,tolQ,GO:0005886,b0737,plasma membrane
511,tolQ,GO:0016021,b0737,integral component of membrane
512,tolQ,GO:0017038,b0737,protein import
513,tolQ,GO:0043213,b0737,bacteriocin transport
514,tolR,GO:0005886,b0738,plasma membrane
515,tolR,GO:0016021,b0738,integral component of membrane
516,tolR,GO:0043213,b0738,bacteriocin transport
517,tolA,GO:0005886,b0739,plasma membrane
518,tolA,GO:0016021,b0739,integral component of membrane
519,tolA,GO:0017038,b0739,protein import
520,tolA,GO:0043213,b0739,bacteriocin transport
521,tolB,GO:0030288,b0740,outer membrane-bounded periplasmic space
522,tolB,GO:0005515,b0740,protein binding
523,tolB,GO:0043213,b0740,bacteriocin transport
524,tolB,GO:0017038,b0740,protein import
525,tolB,GO:0015031,b0740,protein transport
526,tolB,GO:0042597,b0740,periplasmic space
527,tolB,GO:0030288,b0740,outer membrane-bounded periplasmic space
528,tolB,GO:0005515,b0740,protein binding
529,tolB,GO:0005515,b0740,protein binding
530,pal,GO:0005515,b0741,protein binding
531,nadA,GO:0008987,b0750,quinolinate synthetase A activity
532,galK,GO:0004335,b0757,galactokinase activity
533,galK,GO:0004335,b0757,galactokinase activity
534,galK,GO:0005737,b0757,cytoplasm
535,galK,GO:0033499,b0757,galactose catabolic process via UDP-galactose
536,galE,GO:0006012,b0759,galactose metabolic process
537,galE,GO:0005975,b0759,carbohydrate metabolic process
538,galE,GO:0016857,b0759,"racemase and epimerase activity, acting on carbohydrates and derivatives"
539,galE,GO:0006012,b0759,galactose metabolic process
540,galE,GO:0005737,b0759,cytoplasm
541,ybhA,GO:0050308,b0766,sugar-phosphatase activity
542,ybhA,GO:0050308,b0766,sugar-phosphatase activity
543,ybhA,GO:0016773,b0766,"phosphotransferase activity, alcohol group as acceptor"
544,ybhA,GO:0033883,b0766,pyridoxal phosphatase activity
545,ybhA,GO:0016791,b0766,phosphatase activity
546,ybhA,GO:0000287,b0766,magnesium ion binding
547,pgl,GO:0017057,b0767,6-phosphogluconolactonase activity
548,pgl,GO:0017057,b0767,6-phosphogluconolactonase activity
550,ybhR,GO:0006974,b0792,cellular response to DNA damage stimulus
551,dinG,GO:0016887,b0799,ATPase activity
552,dinG,GO:0003678,b0799,DNA helicase activity
553,ybiJ,GO:0006974,b0802,cellular response to DNA damage stimulus
554,ybiX,GO:0006974,b0804,cellular response to DNA damage stimulus
555,fiu,GO:0015891,b0805,siderophore transport
556,fiu,GO:0042884,b0805,microcin transport
557,dps,GO:0003677,b0812,DNA binding
558,iaaA,GO:0016787,b0828,hydrolase activity
559,iaaA,GO:0004067,b0828,asparaginase activity
560,iaaA,GO:0008798,b0828,beta-aspartyl-peptidase activity
561,gsiB,GO:0006974,b0830,cellular response to DNA damage stimulus
562,dacC,GO:0005887,b0839,integral component of plasma membrane
563,artJ,GO:0016597,b0860,amino acid binding
564,artJ,GO:0042597,b0860,periplasmic space
565,artJ,GO:0034618,b0860,arginine binding
566,artJ,GO:0015809,b0860,arginine transport
567,artI,GO:0042597,b0863,periplasmic space
568,amiD,GO:0008745,b0867,N-acetylmuramoyl-L-alanine amidase activity
569,amiD,GO:0019867,b0867,outer membrane
570,amiD,GO:0008270,b0867,zinc ion binding
571,hcp,GO:0016491,b0873,oxidoreductase activity
572,hcp,GO:0055114,b0873,oxidation-reduction process
573,hcp,GO:0042542,b0873,response to hydrogen peroxide
574,hcp,GO:0004601,b0873,peroxidase activity
575,aqpZ,GO:0016021,b0875,integral component of membrane
576,aqpZ,GO:0005515,b0875,protein binding
577,ybjX,GO:0006974,b0877,cellular response to DNA damage stimulus
578,macA,GO:0019898,b0878,extrinsic component of membrane
580,cspD,GO:0003697,b0880,single-stranded DNA binding
581,cspD,GO:0042594,b0880,response to starvation
582,aat,GO:0008914,b0885,leucyltransferase activity
583,aat,GO:0008914,b0885,leucyltransferase activity
584,aat,GO:0005737,b0885,cytoplasm
585,aat,GO:0016755,b0885,"transferase activity, transferring amino-acyl groups"
586,lrp,GO:0006355,b0889,"regulation of transcription, DNA-templated"
587,lrp,GO:0043565,b0889,sequence-specific DNA binding
588,lrp,GO:0043201,b0889,response to leucine
589,ftsK,GO:0051301,b0890,cell division
590,ftsK,GO:0007059,b0890,chromosome segregation
591,ftsK,GO:0051301,b0890,cell division
592,ftsK,GO:0007059,b0890,chromosome segregation
593,ftsK,GO:0005886,b0890,plasma membrane
594,ftsK,GO:0051301,b0890,cell division
595,ftsK,GO:0006970,b0890,response to osmotic stress
596,ftsK,GO:0003677,b0890,DNA binding
597,ftsK,GO:0016887,b0890,ATPase activity
598,ftsK,GO:0016020,b0890,membrane
599,ftsK,GO:0016020,b0890,membrane
600,ftsK,GO:0071236,b0890,cellular response to antibiotic
601,ftsK,GO:0007059,b0890,chromosome segregation
602,ftsK,GO:0015616,b0890,DNA translocase activity
603,ftsK,GO:0016887,b0890,ATPase activity
604,ftsK,GO:0007059,b0890,chromosome segregation
605,ftsK,GO:0051301,b0890,cell division
606,ftsK,GO:0007059,b0890,chromosome segregation
607,ftsK,GO:0045893,b0890,"positive regulation of transcription, DNA-templated"
608,ftsK,GO:0009651,b0890,response to salt stress
609,ftsK,GO:0000920,b0890,cell separation after cytokinesis
610,ftsK,GO:0007059,b0890,chromosome segregation
611,ftsK,GO:0007059,b0890,chromosome segregation
612,lolA,GO:0042953,b0891,lipoprotein transport
613,rarA,GO:0030894,b0892,replisome
614,pflA,GO:0006974,b0902,cellular response to DNA damage stimulus
615,pflA,GO:0016491,b0902,oxidoreductase activity
616,ihfB,GO:0043565,b0912,sequence-specific DNA binding
617,msbA,GO:0034040,b0914,lipid-transporting ATPase activity
618,msbA,GO:0008289,b0914,lipid binding
619,msbA,GO:0008144,b0914,drug binding
620,lpxK,GO:0016020,b0915,membrane
621,lpxK,GO:0009029,b0915,tetraacyldisaccharide 4'-kinase activity
622,lpxK,GO:0009245,b0915,lipid A biosynthetic process
623,lpxK,GO:0009029,b0915,tetraacyldisaccharide 4'-kinase activity
624,mukB,GO:0007062,b0924,sister chromatid cohesion
625,mukB,GO:0007059,b0924,chromosome segregation
626,mukB,GO:0007059,b0924,chromosome segregation
627,ldtD,GO:0006974,b0925,cellular response to DNA damage stimulus
628,aspC,GO:0004838,b0928,L-tyrosine:2-oxoglutarate aminotransferase activity
629,aspC,GO:0004069,b0928,L-aspartate:2-oxoglutarate aminotransferase activity
630,aspC,GO:0009094,b0928,L-phenylalanine biosynthetic process
631,aspC,GO:0030170,b0928,pyridoxal phosphate binding
632,aspC,GO:0005737,b0928,cytoplasm
633,ompF,GO:0015288,b0929,porin activity
635,pepN,GO:0004177,b0932,aminopeptidase activity
636,pepN,GO:0043171,b0932,peptide catabolic process
637,ssuC,GO:0006790,b0934,sulfur compound metabolic process
638,ssuA,GO:0006790,b0936,sulfur compound metabolic process
639,ssuE,GO:0006974,b0937,cellular response to DNA damage stimulus
640,zapC,GO:0051302,b0946,regulation of cell division
641,fabA,GO:0006633,b0954,fatty acid biosynthetic process
642,fabA,GO:0008610,b0954,lipid biosynthetic process
643,ompA,GO:0016020,b0957,membrane
644,ompA,GO:0009279,b0957,cell outer membrane
645,ompA,GO:0019867,b0957,outer membrane
646,ompA,GO:0015288,b0957,porin activity
647,ompA,GO:0016021,b0957,integral component of membrane
648,ompA,GO:0046718,b0957,viral entry into host cell
649,ompA,GO:0000746,b0957,conjugation
650,ompA,GO:0009597,b0957,detection of virus
651,ompA,GO:0006811,b0957,ion transport
652,ompA,GO:0019867,b0957,outer membrane
653,ompA,GO:0009279,b0957,cell outer membrane
654,ompA,GO:0016021,b0957,integral component of membrane
655,ompA,GO:0009279,b0957,cell outer membrane
656,ompA,GO:0006974,b0957,cellular response to DNA damage stimulus
657,sulA,GO:0032466,b0958,negative regulation of cytokinesis
658,sulA,GO:0051782,b0958,negative regulation of cell division
659,sulA,GO:0006974,b0958,cellular response to DNA damage stimulus
660,sulA,GO:0005515,b0958,protein binding
661,cspG,GO:0009409,b0990,response to cold
662,torS,GO:0005515,b0993,protein binding
663,torC,GO:0005515,b0996,protein binding
664,torC,GO:0005515,b0996,protein binding
665,torA,GO:0050626,b0997,trimethylamine-N-oxide reductase (cytochrome c) activity
666,torA,GO:0005515,b0997,protein binding
667,torD,GO:0005737,b0998,cytoplasm
668,torD,GO:0042277,b0998,peptide binding
669,torD,GO:0005515,b0998,protein binding
670,torD,GO:0043546,b0998,molybdopterin cofactor binding
671,torD,GO:0051604,b0998,protein maturation
672,cbpA,GO:0003681,b1000,bent DNA binding
673,wrbA,GO:0003955,b1004,NAD(P)H dehydrogenase (quinone) activity
674,rutE,GO:0006974,b1008,cellular response to DNA damage stimulus
675,ycdY,GO:0006974,b1035,cellular response to DNA damage stimulus
676,opgH,GO:0016757,b1049,"transferase activity, transferring glycosyl groups"
677,opgH,GO:0009250,b1049,glucan biosynthetic process
678,opgH,GO:0006970,b1049,response to osmotic stress
679,opgH,GO:0005887,b1049,integral component of plasma membrane
680,yceK,GO:0006974,b1050,cellular response to DNA damage stimulus
681,lpxL,GO:0016740,b1054,transferase activity
682,lpxL,GO:0016020,b1054,membrane
683,lpxL,GO:0009245,b1054,lipid A biosynthetic process
684,solA,GO:0006974,b1059,cellular response to DNA damage stimulus
685,rimJ,GO:0006474,b1066,N-terminal protein amino acid acetylation
686,rimJ,GO:0008080,b1066,N-acetyltransferase activity
687,rimJ,GO:0008999,b1066,ribosomal-protein-alanine N-acetyltransferase activity
688,rimJ,GO:0006464,b1066,cellular protein modification process
689,rimJ,GO:0005737,b1066,cytoplasm
690,flgE,GO:0009424,b1076,bacterial-type flagellum hook
691,flgE,GO:0009424,b1076,bacterial-type flagellum hook
692,flgI,GO:0006974,b1080,cellular response to DNA damage stimulus
693,flgK,GO:0044780,b1082,bacterial-type flagellum assembly
694,rluC,GO:0000455,b1086,enzyme-directed rRNA pseudouridine synthesis
695,yceF,GO:0047429,b1087,nucleoside-triphosphate diphosphatase activity
696,acpP,GO:0000036,b1094,acyl carrier activity
697,acpP,GO:0006633,b1094,fatty acid biosynthetic process
698,acpP,GO:0008610,b1094,lipid biosynthetic process
699,acpP,GO:0031177,b1094,phosphopantetheine binding
700,acpP,GO:0005737,b1094,cytoplasm
701,acpP,GO:0042493,b1094,response to drug
702,acpP,GO:0000035,b1094,acyl binding
703,acpP,GO:0009245,b1094,lipid A biosynthetic process
704,tmk,GO:0015949,b1098,nucleobase-containing small molecule interconversion
705,tmk,GO:0004798,b1098,thymidylate kinase activity
706,tmk,GO:0006233,b1098,dTDP biosynthetic process
707,tmk,GO:0006235,b1098,dTTP biosynthetic process
708,tmk,GO:0005737,b1098,cytoplasm
709,ycfL,GO:0006974,b1104,cellular response to DNA damage stimulus
710,nagZ,GO:0009254,b1107,peptidoglycan turnover
711,ndh,GO:0005737,b1109,cytoplasm
712,mfd,GO:0006281,b1114,DNA repair
713,mfd,GO:0006355,b1114,"regulation of transcription, DNA-templated"
714,mfd,GO:0006974,b1114,cellular response to DNA damage stimulus
715,mfd,GO:0000716,b1114,"transcription-coupled nucleotide-excision repair, DNA damage recognition"
716,purB,GO:0006974,b1131,cellular response to DNA damage stimulus
717,hflD,GO:0009408,b1132,response to heat
718,icd,GO:0022900,b1136,electron transport chain
719,icd,GO:0005737,b1136,cytoplasm
720,mcrA,GO:0008327,b1159,methyl-CpG binding
721,minE,GO:0051302,b1174,regulation of cell division
722,minE,GO:0032955,b1174,regulation of division septum assembly
723,minE,GO:0032955,b1174,regulation of division septum assembly
724,minD,GO:0005524,b1175,ATP binding
725,minD,GO:0016887,b1175,ATPase activity
726,minD,GO:0005886,b1175,plasma membrane
727,minC,GO:0051301,b1176,cell division
728,minC,GO:0051302,b1176,regulation of cell division
729,hlyE,GO:0009405,b1182,pathogenesis
730,hlyE,GO:0044532,b1182,modulation of apoptotic process in other organism
731,umuD,GO:0005515,b1183,protein binding
732,umuD,GO:0006974,b1183,cellular response to DNA damage stimulus
733,umuC,GO:0016021,b1184,integral component of membrane
734,umuC,GO:0005515,b1184,protein binding
735,umuC,GO:0006974,b1184,cellular response to DNA damage stimulus
736,nhaB,GO:0015385,b1186,sodium:proton antiporter activity
737,nhaB,GO:0005886,b1186,plasma membrane
738,nhaB,GO:0010226,b1186,response to lithium ion
739,ycgB,GO:0006974,b1188,cellular response to DNA damage stimulus
740,emtA,GO:0008932,b1193,lytic endotransglycosylase activity
742,dhaM,GO:0006974,b1198,cellular response to DNA damage stimulus
743,dhaL,GO:0016740,b1199,transferase activity
744,dhaK,GO:0006974,b1200,cellular response to DNA damage stimulus
745,yfdG,GO:0008883,b2350,glutamyl-tRNA reductase activity
746,yfdG,GO:0050661,b2350,NADP binding
747,yfdG,GO:0003824,b2350,catalytic activity
748,yfdG,GO:0006783,b2350,heme biosynthetic process
749,yfdG,GO:0003870,b2350,5-aminolevulinate synthase activity
750,chaA,GO:0005887,b1216,integral component of plasma membrane
751,narX,GO:0006974,b1222,cellular response to DNA damage stimulus
752,galU,GO:0006011,b1236,UDP-glucose metabolic process
753,hns,GO:0003681,b1237,bent DNA binding
754,adhE,GO:0004022,b1241,alcohol dehydrogenase (NAD) activity
755,adhE,GO:0008774,b1241,acetaldehyde dehydrogenase (acetylating) activity
756,adhE,GO:0006115,b1241,ethanol biosynthetic process
757,oppA,GO:0006857,b1243,oligopeptide transport
758,clsA,GO:0008808,b1249,cardiolipin synthase activity
759,tonB,GO:0015889,b1252,cobalamin transport
760,yciF,GO:0006974,b1258,cellular response to DNA damage stimulus
761,yciG,GO:0071978,b1259,bacterial-type flagellum-dependent swarming motility
762,trpA,GO:0004834,b1260,tryptophan synthase activity
763,trpA,GO:0009073,b1260,aromatic amino acid family biosynthetic process
764,trpA,GO:0000162,b1260,tryptophan biosynthetic process
765,trpA,GO:0005737,b1260,cytoplasm
766,trpB,GO:0005737,b1261,cytoplasm
767,trpB,GO:0030170,b1261,pyridoxal phosphate binding
768,trpB,GO:0004834,b1261,tryptophan synthase activity
769,trpB,GO:0009073,b1261,aromatic amino acid family biosynthetic process
770,trpB,GO:0000162,b1261,tryptophan biosynthetic process
771,trpE,GO:0004049,b1264,anthranilate synthase activity
772,btuR,GO:0009236,b1270,cobalamin biosynthetic process
773,topA,GO:0006265,b1274,DNA topological change
774,acnA,GO:0003994,b1276,aconitate hydratase activity
775,acnA,GO:0003729,b1276,mRNA binding
776,acnA,GO:0006099,b1276,tricarboxylic acid cycle
777,acnA,GO:0006097,b1276,glyoxylate cycle
778,acnA,GO:0005506,b1276,iron ion binding
779,acnA,GO:0046872,b1276,metal ion binding
780,acnA,GO:0051539,b1276,"4 iron, 4 sulfur cluster binding"
781,acnA,GO:0006979,b1276,response to oxidative stress
782,acnA,GO:0009061,b1276,anaerobic respiration
783,acnA,GO:0005737,b1276,cytoplasm
784,pyrF,GO:0005737,b1281,cytoplasm
785,pyrF,GO:0004590,b1281,orotidine-5'-phosphate decarboxylase activity
786,pyrF,GO:0015949,b1281,nucleobase-containing small molecule interconversion
787,pyrF,GO:0016831,b1281,carboxy-lyase activity
788,yciT,GO:0006974,b1284,cellular response to DNA damage stimulus
789,puuP,GO:0006974,b1296,cellular response to DNA damage stimulus
790,pspA,GO:0009408,b1304,response to heat
791,pspA,GO:0009271,b1304,phage shock
792,pspD,GO:0005886,b1307,plasma membrane
795,mpaA,GO:0004040,b1326,amidase activity
796,mpaA,GO:0009253,b1326,peptidoglycan catabolic process
797,mppA,GO:0042939,b1329,tripeptide transport
798,mppA,GO:0042597,b1329,periplasmic space
799,abgB,GO:0071713,b1337,para-aminobenzoyl-glutamate hydrolase activity
800,abgB,GO:0005737,b1337,cytoplasm
801,abgB,GO:0046657,b1337,folic acid catabolic process
802,abgB,GO:0046982,b1337,protein heterodimerization activity
803,abgA,GO:0071713,b1338,para-aminobenzoyl-glutamate hydrolase activity
804,abgA,GO:0005737,b1338,cytoplasm
805,abgA,GO:0046657,b1338,folic acid catabolic process
806,abgA,GO:0046982,b1338,protein heterodimerization activity
807,dbpA,GO:0003724,b1343,RNA helicase activity
808,dbpA,GO:0016887,b1343,ATPase activity
809,dbpA,GO:0033677,b1343,DNA/RNA helicase activity
810,kilR,GO:0051782,b1352,negative regulation of cell division
812,hslJ,GO:0009408,b1379,response to heat
813,ldhA,GO:0009408,b1380,response to heat
814,ldhA,GO:0070404,b1380,NADH binding
815,ldhA,GO:0009408,b1380,response to heat
816,feaB,GO:0016491,b1385,oxidoreductase activity
817,feaB,GO:0008957,b1385,phenylacetaldehyde dehydrogenase activity
818,feaB,GO:0009435,b1385,NAD biosynthetic process
819,feaB,GO:0009435,b1385,NAD biosynthetic process
820,feaB,GO:0046196,b1385,4-nitrophenol catabolic process
821,feaB,GO:0047106,b1385,4-hydroxyphenylacetaldehyde dehydrogenase activity
822,feaB,GO:0009435,b1385,NAD biosynthetic process
823,feaB,GO:0008957,b1385,phenylacetaldehyde dehydrogenase activity
824,paaJ,GO:0006974,b1397,cellular response to DNA damage stimulus
825,paaK,GO:0047475,b1398,phenylacetate-CoA ligase activity
826,paaK,GO:0016405,b1398,CoA-ligase activity
827,ynbA,GO:0008444,b1408,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
828,ynbD,GO:0005887,b1411,integral component of plasma membrane
829,hrpA,GO:0004386,b1413,helicase activity
830,hrpA,GO:0009451,b1413,RNA modification
831,aldA,GO:0008911,b1415,lactaldehyde dehydrogenase activity
832,opgD,GO:0032951,b1424,regulation of beta-glucan biosynthetic process
833,rimL,GO:0006464,b1427,cellular protein modification process
834,rimL,GO:0008080,b1427,N-acetyltransferase activity
835,rimL,GO:0006474,b1427,N-terminal protein amino acid acetylation
836,rimL,GO:0008999,b1427,ribosomal-protein-alanine N-acetyltransferase activity
837,rimL,GO:0005737,b1427,cytoplasm
838,narY,GO:0006974,b1467,cellular response to DNA damage stimulus
844,ddpC,GO:0005887,b1485,integral component of plasma membrane
845,ydeM,GO:0006974,b1497,cellular response to DNA damage stimulus
846,glsB,GO:0004359,b1524,glutaminase activity
847,glsB,GO:0045926,b1524,negative regulation of growth
848,sad,GO:0009013,b1525,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
849,sad,GO:0009013,b1525,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
850,sad,GO:0009450,b1525,gamma-aminobutyric acid catabolic process
851,sad,GO:0009450,b1525,gamma-aminobutyric acid catabolic process
852,marC,GO:0005887,b4063,integral component of plasma membrane
853,cspI,GO:0009409,b1552,response to cold
854,cspB,GO:0003723,b1557,RNA binding
855,cspB,GO:0003697,b1557,single-stranded DNA binding
856,cspB,GO:0009409,b1557,response to cold
857,dicB,GO:0051302,b1575,regulation of cell division
858,ynfA,GO:0005887,b1582,integral component of plasma membrane
859,ynfE,GO:0033797,b1587,selenate reductase activity
860,mdtI,GO:0005887,b1599,integral component of plasma membrane
861,fumA,GO:0004333,b1612,fumarate hydratase activity
862,fumA,GO:0004333,b1612,fumarate hydratase activity
