,gene_name,product,start,stop,strand,operon,length,cog
b0231,dinB,DNA polymerase IV,250898,251953,+,yafP;yafO;yafN;dinB,1056,"Replication, recombination and repair"
b0232,yafN,antitoxin YafN,252005,252298,+,yafP;yafO;yafN;dinB,294,"Cell cycle control, cell division, chromosome partitioning"
b0233,yafO,ribosome-dependent mRNA interferase toxin YafO,252301,252699,+,yafP;yafO;yafN;dinB,399,"Translation, ribosomal structure and biogenesis"
b0234,yafP,putative acyltransferase with acyl-CoA N-acyltransferase domain,252709,253161,+,yafP;yafO;yafN;dinB,453,Transcription
b0235,ykfJ,RNA ligase superfamily protein YkfJ,253467,253733,+,prfH;ykfJ,267,No COG Annotation
b0236,prfH,putative peptide chain release factor,253702,254202,+,prfH;ykfJ,501,No COG Annotation
b0237,pepD,peptidase D,254259,255716,-,pepD,1458,Amino acid transport and metabolism
b0238,gpt,xanthine-guanine phsophoribosyltransferase,255977,256435,+,gpt,459,Nucleotide transport and metabolism
b0239,frsA,fermentation-respiration switch protein,256527,257771,+,frsA,1245,Function unknown
b0240_1,crl,RNA polymerase holoenzyme assembly factor Crl,0,0,+,crl,1,Transcription
b0241,phoE,outer membrane porin PhoE,259045,260100,-,phoE,1056,Cell wall/membrane/envelope biogenesis
b0242,proB,glutamate 5-kinase,260388,261491,+,proB;proA,1104,Amino acid transport and metabolism
b0243,proA,glutamate-5-semialdehyde dehydrogenase,261503,262756,+,proB;proA,1254,Amino acid transport and metabolism
b0245,ykfI,CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system,263328,263669,-,ykfI;yafW;ykfH;ykfG;yafX;ykfF;ykfB;yafY,342,Function unknown
b0246,yafW,antitoxin of the YkfI-YafW toxin-antitoxin pair,263690,264007,-,ykfI;yafW;ykfH;ykfG;yafX;ykfF;ykfB;yafY,318,No COG Annotation
b0247,ykfG,CP4-6 prophage; RadC-like JAB domain-containing protein YkfG,264256,264732,-,ykfI;yafW;ykfH;ykfG;yafX;ykfF;ykfB;yafY,477,"Replication, recombination and repair"
b0248,yafX,CP4-6 prophage; protein YafX,264748,265206,-,ykfI;yafW;ykfH;ykfG;yafX;ykfF;ykfB;yafY,459,Function unknown
b0249,ykfF,CP4-6 prophage; protein YkfF,265304,265543,-,ykfI;yafW;ykfH;ykfG;yafX;ykfF;ykfB;yafY,240,Function unknown
b0250,ykfB,CP4-6 prophage; protein YkfB,265620,266087,-,ykfI;yafW;ykfH;ykfG;yafX;ykfF;ykfB;yafY,468,Function unknown
b0251,yafY,CP4-6 prophage; inner membrane lipoprotein YafY,266110,266553,-,yafY;ykfB;ykfF;yafX;ykfG;ykfH;yafW;ykfI,444,Transcription
b0252,yafZ,CP4-6 prophage; DUF932 domain-containing protein YafZ,267184,268005,-,yafZ;ykfA,822,Function unknown
b0253,ykfA,CP4-6 prophage; putative GTP-binding protein YkfA,268097,268960,-,ykfA;yafZ,864,Function unknown
b0254,perR,putative transcriptional regulator PerR,269289,270182,-,perR,894,Transcription
b0258,ykfC,CP4-6 prophage; PF00078 domain-containing protein YkfC,272847,273992,+,ykfC,1146,No COG Annotation
b0260,mmuP,B0260-MONOMER,275325,276728,+,mmuM;mmuP,1404,Amino acid transport and metabolism
b0261,mmuM,MMUM-MONOMER,276715,277647,+,mmuM;mmuP,933,Amino acid transport and metabolism
b0262,afuC,CP4-6 prophage; ABC transporter ATP-binding protein AfuC,277756,278802,-,insA-2;insB-2;insAB-2;afuB;afuC,1047,Amino acid transport and metabolism
b0263,afuB,CP4-6 prophage; ABC transporter membrane protein AfuB,278814,279162,-,insA-2;insB-2;insAB-2;afuB;afuC,349,No COG Annotation
b0266,yagB,CP4-6 prophage; orphan antitoxin YagB,280385,280735,-,yagA;yagB;insX,351,No COG Annotation
b0267,yagA,CP4-6 prophage; integrase core domain-containing protein YagA,280829,281983,-,yagA;yagB;insX,1155,"Replication, recombination and repair"
b0268,yagE,CP4-6 prophage; putative 2-dehydro-3-deoxygluconate aldolase,282278,283186,+,yagF;yagE,909,Amino acid transport and metabolism
b0269,yagF,CP4-6 prophage; D-xylonate dehydratase,283201,285168,+,yagF;yagE,1968,Amino acid transport and metabolism
b0270,yagG,putative D-xylonate transporter YagG,285395,286777,+,yagH;yagG,1383,Carbohydrate transport and metabolism
b0271,yagH,CP4-6 prophage; putative xylosidase/arabinosidase,286789,288399,+,yagH;yagG,1611,Carbohydrate transport and metabolism
b0272,xynR,CP4-6 prophage; DNA-binding transcriptional repressor XynR,288404,289162,-,xynR,759,Transcription
b0273,argF,CP4-6 prophage; ornithine carbamoyltransferase ArgF,289301,290305,-,argF,1005,Amino acid transport and metabolism
b0276,yagJ,CP4-6 prophage; protein YagJ,291500,292231,+,yagJ,732,No COG Annotation
b0277,yagK,CP4-6 prophage; uncharacterized protein YagK,292322,292948,-,yagK,627,Function unknown
b0278,yagL,CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL,293220,293918,-,yagM;yagL,699,"Replication, recombination and repair"
b0279,yagM,CP4-6 prophage; protein YagM,293945,294799,-,yagM;yagL,855,Function unknown
b0280,yagN,CP4-6 prophage; protein YagN,295139,295579,-,yagN,441,Function unknown
b0281,intF,CP4-6 prophage; putative phage integrase,295696,297096,-,intF,1401,"Replication, recombination and repair"
b0282,yagP,putative LysR family substrate binding domain-containing protein YagP,297381,297791,-,yagP,411,No COG Annotation
b0283,paoD,molybdenum cofactor insertion chaperone PaoD,297770,298726,-,paoA;paoB;paoC;paoD,957,"Posttranslational modification, protein turnover, chaperones"
b0284,paoC,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,298736,300934,-,paoA;paoB;paoC;paoD,2199,Energy production and conversion
b0285,paoB,"aldehyde dehydrogenase, FAD-binding subunit",300931,301887,-,paoA;paoB;paoC;paoD,957,Energy production and conversion
b0286,paoA,"aldehyde dehydrogenase, Fe-S subunit",301884,302573,-,paoA;paoB;paoC;paoD,690,Energy production and conversion
b0287,yagU,inner membrane protein that contributes to acid resistance,302991,303605,+,yagU,615,Function unknown
b0288,ykgJ,putative zinc- or iron-chelating domain-containing protein YkgJ,303853,304182,-,ykgJ,330,Function unknown
b0289,ecpE,putative fimbrial chaperone EcpE,304495,305205,-,ecpE;ecpD;ecpC;ecpB,711,Function unknown
b0290,ecpD,fimbrial adhesin EcpD,305174,306817,-,ecpE;ecpD;ecpC;ecpB,1644,Function unknown
b0291,ecpC,putative fimbrial usher protein EcpC,306807,309332,-,ecpE;ecpD;ecpC;ecpB,2526,Function unknown
b0292,ecpB,putative fimbrial chaperone EcpB,309358,310026,-,ecpE;ecpD;ecpC;ecpB,669,Function unknown
b0293,ecpA,common pilus major subunit,310084,310671,-,ecpA,588,Function unknown
b0294,ecpR,DNA-binding transcriptional dual regulator MatA,310746,311336,-,ecpR,591,Transcription
b0295,ykgL,uncharacterized protein YkgL,312112,312339,+,ykgL,228,No COG Annotation
b0296,ykgM,putative ribosomal protein,312514,312777,-,ykgM;ykgO,264,"Translation, ribosomal structure and biogenesis"
b0297,eaeH,putative porin domain-containing protein EaeH,314357,315244,+,insF-1;insE-1;insEF-1;eaeH,888,No COG Annotation
b0300,ykgA,putative DNA-binding transcriptional regulator YkgA,316450,317136,-,ykgA,687,No COG Annotation
b0301,rclC,reactive chlorine species resistance protein C,317726,318319,-,rclC;rclB;rclA,594,Function unknown
b0303,rclB,DUF1471 domain-containing protein RclB,318331,318567,-,rclC;rclB;rclA,237,Function unknown
b0304,rclA,putative pyridine nucleotide-disulfide oxidoreductase RclA,318676,320001,-,rclC;rclB;rclA,1326,Energy production and conversion
b0305,rclR,DNA-binding transcriptional activator RclR,320227,321081,+,rclR,855,Transcription
b0306,ykgE,putative lactate utilization oxidoreductase YkgE,321608,322327,+,ykgG;ykgF;ykgE,720,Energy production and conversion
b0307,ykgF,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,322338,323765,+,ykgG;ykgF;ykgE,1428,Energy production and conversion
b0308,ykgG,DUF162 domain-containing lactate utilization protein YkgG,323758,324453,+,ykgG;ykgF;ykgE,696,Function unknown
b0310,ykgH,uncharacterized protein YkgH,324696,325364,-,ykgH,669,No COG Annotation
b0311,betA,choline dehydrogenase,325577,327247,-,betA;betB;betI,1671,Amino acid transport and metabolism
b0312,betB,betaine aldehyde dehydrogenase,327261,328733,-,betA;betB;betI,1473,Energy production and conversion
b0313,betI,DNA-binding transcriptional repressor BetI,328747,329334,-,betA;betB;betI,588,Transcription
b0314,betT,BETT-MONOMER,329463,331496,+,betT,2034,Inorganic ion transport and metabolism
b0315,pdeL,DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL,332371,333459,+,pdeL,1089,Signal transduction mechanisms
b0316,yahB,putative LysR-type DNA-binding transcriptional regulator YahB,333501,334433,-,yahB,933,Transcription
b0317,yahC,uncharacterized protein YahC,334525,335022,-,yahC,498,Function unknown
b0318,yahD,ankyrin repeat-containing protein YahD,335280,335885,+,yahG;yahF;yahE;yahD,606,Function unknown
b0319,yahE,DUF2877 domain-containing protein YahE,335925,336788,+,yahE;yahG;yahF;yahD,864,Function unknown
b0320,yahF,putative acyl-CoA synthetase YahF,336778,338325,+,yahG;yahF;yahE;yahD,1548,Energy production and conversion
b0321,yahG,DUF1116 domain-containing protein YahG,338325,339743,+,yahG;yahF;yahE;yahD,1419,Function unknown
b0323,yahI,carbamate kinase-like protein YahI,340165,341115,+,yahJ;yahI,951,Amino acid transport and metabolism
b0324,yahJ,putative deaminase with metallo-dependent hydrolase domain,341125,342507,+,yahJ;yahI,1383,Nucleotide transport and metabolism
b0325,yahK,"aldehyde reductase, NADPH-dependent",342884,343933,+,yahK,1050,Energy production and conversion
b0326,yahL,uncharacterized protein YahL,344176,344991,+,yahL,816,No COG Annotation
b0327,yahM,uncharacterized protein YahM,345404,345649,+,yahM,246,No COG Annotation
b0328,yahN,putative amino acid exporter,345666,346337,-,yahN,672,Amino acid transport and metabolism
b0330,prpR,DNA-binding transcriptional dual regulator PrpR,346857,348443,-,prpR,1587,Transcription
b0331,prpB,2-methylisocitrate lyase,348682,349572,+,prpE;prpD;prpC;prpB,891,Carbohydrate transport and metabolism
b0333,prpC,2-methylcitrate synthase,350012,351181,+,prpE;prpD;prpC;prpB,1170,Energy production and conversion
b0334,prpD,G6199-MONOMER,351215,352666,+,prpE;prpD;prpC;prpB,1452,Function unknown
b0335,prpE,propionyl-CoA synthetase,352706,354592,+,prpE;prpD;prpC;prpB,1887,Lipid transport and metabolism
b0336,codB,CODB-MONOMER,354922,356181,+,codB;codA,1260,Nucleotide transport and metabolism
b0337,codA,cytosine/isoguanine deaminase,356171,357454,+,codB;codA,1284,Nucleotide transport and metabolism
b0338,cynR,DNA-binding transcriptional dual regulator CynR,357791,358690,-,cynR,900,Transcription
b0339,cynT,carbonic anhydrase 1,358799,359458,+,cynS;cynT;cynX,660,Inorganic ion transport and metabolism
b0340,cynS,cyanase,359489,359959,+,cynS;cynT;cynX,471,Inorganic ion transport and metabolism
b0341,cynX,CYNX-MONOMER,359992,361146,+,cynT;cynS;cynX,1155,Carbohydrate transport and metabolism
b0346,mhpR,DNA-binding transcriptional activator MhpR,367587,368420,-,lacI;mhpR,834,Transcription
b0347,mhpA,putative 3-(3-hydroxyphenyl)propanoate/3-hydroxycinnamate hydroxylase,368611,370275,+,mhpF;mhpE;mhpD;mhpC;mhpB;mhpA,1665,Energy production and conversion
b0348,mhpB,"3-carboxyethylcatechol 2,3-dioxygenase",370277,371221,+,mhpF;mhpE;mhpD;mhpC;mhpB;mhpA,945,"Secondary metabolites biosynthesis, transport and catabolism"
b0349,mhpC,"2-hydroxy-6-ketonona-2,4-dienedioate hydrolase",371239,372105,+,mhpF;mhpE;mhpD;mhpC;mhpB;mhpA,867,Function unknown
b0350,mhpD,2-hydroxypentadienoate hydratase,372115,372924,+,mhpF;mhpE;mhpD;mhpC;mhpB;mhpA,810,"Secondary metabolites biosynthesis, transport and catabolism"
b0351,mhpF,acetaldehyde dehydrogenase (acetylating) MhpF,372921,373871,+,mhpF;mhpE;mhpD;mhpC;mhpB;mhpA,951,"Secondary metabolites biosynthesis, transport and catabolism"
b0352,mhpE,MHPELY-MONOMER,373868,374881,+,mhpF;mhpE;mhpD;mhpC;mhpB;mhpA,1014,Amino acid transport and metabolism
b0353,mhpT,3-hydroxyphenylpropionate/3-hydroxycinnamate:H<sup>+</sup> symporter,375459,376670,+,mhpT,1212,No COG Annotation
b0354,yaiL,DUF2058 domain-containing protein YaiL,376772,377311,+,yaiL,540,Function unknown
b0355,frmB,<i>S</i>-formylglutathione hydrolase FrmB,377535,378368,-,frmR;frmA;frmB,834,Function unknown
b0356,frmA,<i>S</i>-(hydroxymethyl)glutathione dehydrogenase,378462,379571,-,frmR;frmA;frmB,1110,Energy production and conversion
b0357,frmR,DNA-binding transcriptional repressor FrmR,379606,379881,-,frmR;frmA;frmB,276,Function unknown
b0358,yaiO,outer membrane protein YaiO,380069,380842,-,yaiO,774,No COG Annotation
b0360,insC-1,IS2 element protein InsA,381351,381716,+,insD-1;insC-1;insCD-1,366,"Replication, recombination and repair"
b0363,yaiP,putative glucosyltransferase,382739,383935,-,yaiP,1197,Cell wall/membrane/envelope biogenesis
b0364,yaiS,putative deacetylase YaiS,384059,384616,-,yaiS,558,Function unknown
b0365,tauA,taurine ABC transporter periplasmic binding protein,385232,386194,+,tauD;tauC;tauB;tauA,963,Inorganic ion transport and metabolism
b0366,tauB,taurine ABC transporter ATP binding subunit,386207,386974,+,tauD;tauC;tauB;tauA,768,Inorganic ion transport and metabolism
b0367,tauC,taurine ABC transporter membrane subunit,386971,387798,+,tauD;tauC;tauB;tauA,828,Inorganic ion transport and metabolism
b0369,hemB,porphobilinogen synthase,388753,389727,-,hemB,975,Coenzyme transport and metabolism
b0375,iprA,putative DNA-binding transcriptional regulator IprA,394506,395129,+,iprA,624,Transcription
b0377,sbmA,peptide antibiotic/peptide nucleic acid transporter,396639,397859,+,yaiW;sbmA,1221,Lipid transport and metabolism
b0378,yaiW,surface-exposed outer membrane lipoprotein,397872,398966,+,yaiW;sbmA,1095,Function unknown
b0379,yaiY,inner membrane protein,399025,399333,-,yaiY,309,Function unknown
b0380,yaiZ,DUF2754 domain-containing protein YaiZ,399593,399805,+,yaiZ,213,Function unknown
b0381,ddlA,D-alanine&mdash;D-alanine ligase A,399829,400923,-,ddlA,1095,Cell wall/membrane/envelope biogenesis
b0382,iraP,anti-adaptor protein for &sigma;<sup>S</sup> stabilization,401386,401646,+,iraP,261,Signal transduction mechanisms
b0383,phoA,alkaline phosphatase,401747,403162,+,phoA;psiF,1416,Inorganic ion transport and metabolism
b0384,psiF,PsiF family protein,403281,403601,+,psiF;phoA,321,Function unknown
b0385,dgcC,diguanylate cyclase DgcC,403703,404818,+,dgcC,1116,Signal transduction mechanisms
b0386,proC,pyrroline-5-carboxylate reductase,404835,405644,-,proC,810,Amino acid transport and metabolism
b0387,yaiI,DUF188 domain-containing protein YaiI,405764,406222,+,yaiI,459,Function unknown
b0388,aroL,shikimate kinase 2,406405,406929,+,aroM;yaiA;aroL,525,Amino acid transport and metabolism
b0389,yaiA,protein YaiA,406979,407170,+,aroM;yaiA;aroL,192,Function unknown
b0390,aroM,protein AroM,407428,408105,+,aroM;yaiA;aroL,678,Function unknown
b0391,ppnP,nucleoside phosphorylase PpnP,408177,408461,+,ppnP,285,Function unknown
b0392,ykiA,DUF2773 domain-containing protein YkiA,408609,408950,+,ykiA,342,No COG Annotation
b0393,rdgC,nucleoid-associated protein RdgC,409108,410019,-,rdgC,912,"Replication, recombination and repair"
b0396,araJ,putative transport protein AraJ,411297,412481,-,araJ,1185,Carbohydrate transport and metabolism
b0397,sbcC,"ATP dependent, structure specific DNA nuclease - SbcC subunit",412607,415753,-,sbcD;sbcC,3147,"Replication, recombination and repair"
b0398,sbcD,"ATP dependent, structure specific DNA nuclease - SbcD subunit",415750,416952,-,sbcD;sbcC,1203,"Replication, recombination and repair"
b0399,phoB,"Phosphorylated DNA-binding transcriptional dual regulator PhoB // ""DNA-binding transcriptional dual regulator PhoB""",417142,417831,+,phoB;phoR,690,Signal transduction mechanisms
b0400,phoR,sensor histidine kinase PhoR,417889,419184,+,phoB;phoR,1296,Signal transduction mechanisms
b0401,brnQ,branched chain amino acid transporter BrnQ,419591,420910,+,proY;brnQ,1320,Amino acid transport and metabolism
b0402,proY,putative transporter ProY,420986,422359,+,proY;brnQ,1374,Amino acid transport and metabolism
b0403,malZ,maltodextrin glucosidase,422518,424332,+,malZ,1815,Carbohydrate transport and metabolism
b0404,acpH,EG11095-MONOMER,424337,424918,-,acpH,582,Function unknown
b0405,queA,EG10812-MONOMER,425011,426081,+,queA,1071,"Translation, ribosomal structure and biogenesis"
b0406,tgt,tRNA-guanine transglycosylase,426137,427264,+,yajC;tgt,1128,"Translation, ribosomal structure and biogenesis"
b0407,yajC,Sec translocon accessory complex subunit YajC,427287,427619,+,yajC;tgt;secF;secD,333,"Intracellular trafficking, secretion, and vesicular transport"
b0408,secD,Sec translocon accessory complex subunit SecD,427647,429494,+,secF;secD;yajC,1848,"Intracellular trafficking, secretion, and vesicular transport"
b0409,secF,Sec translocon accessory complex subunit SecF,429505,430476,+,secF;secD;yajC,972,"Intracellular trafficking, secretion, and vesicular transport"
b0410,yajD,HNH nuclease family protein YajD,430605,430952,+,yajD,348,Defense mechanisms
b0411,tsx,nucleoside-specific channel-forming protein Tsx,431129,432013,-,tsx,885,Cell wall/membrane/envelope biogenesis
b0413,nrdR,NrdR transcriptional repressor,433002,433451,+,pgpA;thiL;nusB;ribE;ribD;nrdR,450,Transcription
b0414,ribD,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase,433455,434558,+,pgpA;thiL;nusB;ribE;ribD;nrdR,1104,Coenzyme transport and metabolism
b0415,ribE,"6,7-dimethyl-8-ribityllumazine synthase",434647,435117,+,pgpA;thiL;nusB;ribE;ribD;nrdR,471,Coenzyme transport and metabolism
b0416,nusB,transcription antitermination protein NusB,435137,435556,+,pgpA;thiL;nusB;ribE;ribD;nrdR,420,Transcription
b0417,thiL,thiamine monophosphate kinase,435634,436611,+,pgpA;thiL;nusB;ribE;ribD;nrdR,978,Coenzyme transport and metabolism
b0418,pgpA,phosphatidylglycerophosphatase A,436589,437107,+,pgpA;thiL;nusB;ribE;ribD;nrdR,519,Lipid transport and metabolism
b0419,yajO,1-deoxyxylulose-5-phosphate synthase YajO,437161,438135,-,yajO;dxs;ispA;xseB,975,Energy production and conversion
b0420,dxs,1-deoxy-D-xylulose-5-phosphate synthase,438315,440177,-,yajO;dxs;ispA;xseB,1863,Coenzyme transport and metabolism
b0421,ispA,geranyl diphosphate/farnesyl diphosphate synthase,440202,441101,-,yajO;dxs;ispA;xseB,900,Coenzyme transport and metabolism
b0422,xseB,exodeoxyribonuclease VII subunit XseB,441101,441343,-,yajO;dxs;ispA;xseB,243,"Replication, recombination and repair"
b0423,thiI,tRNA uridine 4-sulfurtransferase,441549,442997,+,thiI,1449,Coenzyme transport and metabolism
b0424,yajL,protein/nucleic acid deglycase 3,443051,443641,-,panE;yajL,591,Function unknown
b0425,panE,2-dehydropantoate 2-reductase,443604,444515,-,panE;yajL,912,Coenzyme transport and metabolism
b0426,yajQ,nucleotide binding protein,444683,445174,+,yajQ,492,Function unknown
b0427,yajR,putative major facilitator superfamily transport protein YajR,445302,446666,-,yajR,1365,Carbohydrate transport and metabolism
b0428,cyoE,HEMEOSYN-MONOMER,446815,447705,-,cyoE;cyoD;cyoC;cyoB;cyoA,891,"Posttranslational modification, protein turnover, chaperones"
b0429,cyoD,cytochrome <i>bo</i><sub>3</sub> ubiquinol oxidase subunit 4,447717,448046,-,cyoE;cyoD;cyoC;cyoB;cyoA,330,Energy production and conversion
b0430,cyoC,cytochrome <i>bo</i><sub>3</sub> ubiquinol oxidase subunit 3,448046,448660,-,cyoE;cyoD;cyoC;cyoB;cyoA,615,Energy production and conversion
b0431,cyoB,cytochrome <i>bo</i><sub>3</sub> ubiquinol oxidase subunit 1,448650,450641,-,cyoE;cyoD;cyoC;cyoB;cyoA,1992,Energy production and conversion
b0432,cyoA,cytochrome <i>bo</i><sub>3</sub> ubiquinol oxidase subunit 2,450663,451610,-,cyoE;cyoD;cyoC;cyoB;cyoA,948,Energy production and conversion
b0433,ampG,muropeptide:H<sup>+</sup> symporter,452070,453545,-,ampG;yajG,1476,Carbohydrate transport and metabolism
